month,zipcode,avg_hours
2024-10,11005,1.38
2024-10,11010,124.77
2024-10,11021,1.02
2024-10,11040,610.96
2024-10,11101,225.73
2024-10,11102,552.78
2024-10,11103,528.86
2024-10,11104,241.57
2024-10,11105,502.65
2024-10,11106,381.29
2024-10,11109,50.82
2024-10,11201,1399.34
2024-10,11203,343.8
2024-10,11204,1127.32
2024-10,11205,559.19
2024-10,11206,268.74
2024-10,11207,305.78
2024-10,11208,434.44
2024-10,11209,257.59
2024-10,11210,802.25
2024-10,11211,724.62
2024-10,11212,285.82
2024-10,11213,451.47
2024-10,11214,378.72
2024-10,11215,879.97
2024-10,11216,920.92
2024-10,11217,850.7
2024-10,11218,1102.84
2024-10,11219,1366.71
2024-10,11220,361.9
2024-10,11221,251.4
2024-10,11222,846.66
2024-10,11223,394.67
2024-10,11224,189.94
2024-10,11225,330.81
2024-10,11226,275.94
2024-10,11228,379.91
2024-10,11229,804.21
2024-10,11230,1141.66
2024-10,11231,3480.08
2024-10,11232,248.38
2024-10,11233,406.36
2024-10,11234,840.39
2024-10,11235,383.33
2024-10,11236,555.02
2024-10,11237,158.57
2024-10,11238,1190.29
2024-10,11239,43.61
2024-10,11241,2.77
2024-10,11242,20.02
2024-10,11249,647.91
2024-10,11251,1.68
2024-10,11354,275.67
2024-10,11355,227.16
2024-10,11356,12159.34
2024-10,11357,8324.07
2024-10,11358,317.8
2024-10,11359,1022.65
2024-10,11360,401.31
2024-10,11361,607.87
2024-10,11362,380.98
2024-10,11363,102.71
2024-10,11364,546.02
2024-10,11365,423.97
2024-10,11366,454.38
2024-10,11367,270.18
2024-10,11368,225.28
2024-10,11369,377.11
2024-10,11370,289.64
2024-10,11371,13.9
2024-10,11372,223.91
2024-10,11373,255.22
2024-10,11374,247.15
2024-10,11375,338.08
2024-10,11377,254.19
2024-10,11378,191.17
2024-10,11379,308.16
2024-10,11385,277.03
2024-10,11411,462.03
2024-10,11412,511.9
2024-10,11413,274.83
2024-10,11414,10679.9
2024-10,11415,529.65
2024-10,11416,408.27
2024-10,11417,294.83
2024-10,11418,365.77
2024-10,11419,432.64
2024-10,11420,240.68
2024-10,11421,171.8
2024-10,11422,286.72
2024-10,11423,530.58
2024-10,11426,537.63
2024-10,11427,545.94
2024-10,11428,656.32
2024-10,11429,578.7
2024-10,11430,1156.47
2024-10,11432,299.28
2024-10,11433,273.79
2024-10,11434,336.24
2024-10,11435,217.44
2024-10,11436,280.93
2024-10,11550,168.41
2024-10,11580,734.86
2024-10,11590,737.1
2024-10,11691,373.21
2024-10,11692,249.14
2024-10,11693,322.17
2024-10,11694,1129.84
2024-10,11695,1971.61
2024-10,11697,109.42
2024-10,11788,38.26
2024-10,12345,1.31
2024-10,12747,726.64
2024-10,15212,734.6
2024-10,18508,26.59
2024-10,29603,733.34
2024-10,49204,406.36
2024-10,92108,731.53
2024-11,00083,0.48
2024-11,07080,738.06
2024-11,07470,733.59
2024-11,10000,167.95
2024-11,10001,243.54
2024-11,10002,170.8
2024-11,10003,303.65
2024-11,10004,92.75
2024-11,10005,134.35
2024-11,10006,58.62
2024-11,10007,81.65
2024-11,10009,127.6
2024-11,10010,237.78
2024-11,10011,277.24
2024-11,10012,172.0
2024-11,10013,155.27
2024-11,10014,239.12
2024-11,10016,272.27
2024-11,10017,193.52
2024-11,10018,353.43
2024-11,10019,351.76
2024-11,10020,751.4
2024-11,10021,360.49
2024-11,10022,327.2
2024-11,10023,280.39
2024-11,10024,309.21
2024-11,10025,231.26
2024-11,10026,203.46
2024-11,10027,246.28
2024-11,10028,408.88
2024-11,10029,425.9
2024-11,10030,189.54
2024-11,10031,163.6
2024-11,10032,244.62
2024-11,10033,242.61
2024-11,10034,181.25
2024-11,10035,343.98
2024-11,10036,267.44
2024-11,10037,248.58
2024-11,10038,168.14
2024-11,10039,193.16
2024-11,10040,115.79
2024-11,10041,268.73
2024-11,10044,400.55
2024-11,10045,1.56
2024-11,10048,3.17
2024-11,10065,291.85
2024-11,10069,113.26
2024-11,10075,401.37
2024-11,10103,84.31
2024-11,10105,2031.46
2024-11,10106,5.09
2024-11,10107,1684.3
2024-11,10110,198.8
2024-11,10112,0.3
2024-11,10115,9.62
2024-11,10118,34.03
2024-11,10119,719.8
2024-11,10120,2.17
2024-11,10121,595.28
2024-11,10128,225.62
2024-11,10152,1839.71
2024-11,10153,487.03
2024-11,10155,541.82
2024-11,10158,221.72
2024-11,10162,97.92
2024-11,10168,533.67
2024-11,10169,146.46
2024-11,10170,13.38
2024-11,10171,1.67
2024-11,10172,1651.76
2024-11,10173,1016.6
2024-11,10174,0.57
2024-11,10175,2.0
2024-11,10176,6.91
2024-11,10177,34.03
2024-11,10178,10.18
2024-11,10179,83.26
2024-11,10271,144.94
2024-11,10278,0.48
2024-11,10279,405.95
2024-11,10280,233.27
2024-11,10281,128.55
2024-11,10282,64.49
2024-11,10301,1160.66
2024-11,10302,1687.87
2024-11,10303,1485.98
2024-11,10304,1449.02
2024-11,10305,2117.42
2024-11,10306,3391.77
2024-11,10307,4051.44
2024-11,10308,4760.49
2024-11,10309,2606.49
2024-11,10310,2838.39
2024-11,10312,3911.09
2024-11,10314,3191.33
2024-11,10451,339.77
2024-11,10452,254.57
2024-11,10453,401.36
2024-11,10454,432.82
2024-11,10455,573.61
2024-11,10456,319.28
2024-11,10457,322.61
2024-11,10458,326.99
2024-11,10459,515.42
2024-11,10460,607.14
2024-11,10461,1624.88
2024-11,10462,581.82
2024-11,10463,498.41
2024-11,10464,3710.61
2024-11,10465,2692.24
2024-11,10466,269.55
2024-11,10467,475.39
2024-11,10468,331.09
2024-11,10469,2106.91
2024-11,10470,1036.83
2024-11,10471,1341.16
2024-11,10472,686.59
2024-11,10473,971.47
2024-11,10474,476.54
2024-11,10475,734.45
2024-11,10523,732.05
2024-11,10580,69.04
2024-11,10704,724.37
2024-11,11001,2988.2
2024-11,11004,6574.68
2024-11,11040,4222.84
2024-11,11042,24.98
2024-11,11101,452.68
2024-11,11102,752.96
2024-11,11103,734.89
2024-11,11104,831.26
2024-11,11105,1529.08
2024-11,11106,701.84
2024-11,11109,989.03
2024-11,11201,443.5
2024-11,11203,925.3
2024-11,11204,1614.46
2024-11,11205,606.73
2024-11,11206,621.16
2024-11,11207,843.43
2024-11,11208,849.87
2024-11,11209,1232.18
2024-11,11210,1536.21
2024-11,11211,841.21
2024-11,11212,471.18
2024-11,11213,508.92
2024-11,11214,1151.15
2024-11,11215,1402.23
2024-11,11216,721.02
2024-11,11217,839.04
2024-11,11218,1111.41
2024-11,11219,1252.79
2024-11,11220,979.13
2024-11,11221,739.35
2024-11,11222,1179.6
2024-11,11223,900.6
2024-11,11224,262.64
2024-11,11225,418.08
2024-11,11226,349.45
2024-11,11228,1566.66
2024-11,11229,1452.64
2024-11,11230,1349.44
2024-11,11231,1222.69
2024-11,11232,770.03
2024-11,11233,927.4
2024-11,11234,2502.9
2024-11,11235,941.09
2024-11,11236,1456.1
2024-11,11237,605.57
2024-11,11238,767.06
2024-11,11239,29.96
2024-11,11241,1.94
2024-11,11242,786.64
2024-11,11249,838.99
2024-11,11251,53.97
2024-11,11354,661.51
2024-11,11355,580.61
2024-11,11356,628.02
2024-11,11357,2639.86
2024-11,11358,1734.13
2024-11,11359,285.16
2024-11,11360,1190.06
2024-11,11361,1820.61
2024-11,11362,3977.4
2024-11,11363,4001.89
2024-11,11364,2631.85
2024-11,11365,1686.64
2024-11,11366,488.52
2024-11,11367,894.08
2024-11,11368,508.66
2024-11,11369,1077.35
2024-11,11370,1884.69
2024-11,11371,497.13
2024-11,11372,747.65
2024-11,11373,689.12
2024-11,11374,917.73
2024-11,11375,945.7
2024-11,11377,708.51
2024-11,11378,1462.0
2024-11,11379,2230.89
2024-11,11385,1211.29
2024-11,11411,2378.26
2024-11,11412,1795.19
2024-11,11413,2198.67
2024-11,11414,2310.21
2024-11,11415,1246.57
2024-11,11416,1011.25
2024-11,11417,1561.96
2024-11,11418,825.92
2024-11,11419,1058.12
2024-11,11420,1594.08
2024-11,11421,1003.71
2024-11,11422,2992.88
2024-11,11423,1005.79
2024-11,11426,3428.93
2024-11,11427,2042.8
2024-11,11428,1925.98
2024-11,11429,1395.62
2024-11,11430,1370.74
2024-11,11432,624.85
2024-11,11433,755.2
2024-11,11434,1701.64
2024-11,11435,547.01
2024-11,11436,1217.01
2024-11,11576,122.17
2024-11,11577,139.99
2024-11,11691,711.74
2024-11,11692,457.21
2024-11,11693,455.03
2024-11,11694,1616.9
2024-11,11695,8.84
2024-11,11697,43.34
2024-11,11706,728.55
2024-11,1172,214.36
2024-11,12345,1.86
2024-11,37072,807.04
2024-11,55439,372.45
2024-11,84020,730.8
2024-12,00083,0.37
2024-12,02062,725.29
2024-12,07080,1129.88
2024-12,10000,713.14
2024-12,10001,222.28
2024-12,10002,194.05
2024-12,10003,284.02
2024-12,10004,70.38
2024-12,10005,138.55
2024-12,10006,125.75
2024-12,10007,154.89
2024-12,10009,203.1
2024-12,10010,256.6
2024-12,10011,244.01
2024-12,10012,184.08
2024-12,10013,154.26
2024-12,10014,204.48
2024-12,10016,242.37
2024-12,10017,214.05
2024-12,10018,386.38
2024-12,10019,208.47
2024-12,10020,276.81
2024-12,10021,193.97
2024-12,10022,267.35
2024-12,10023,225.46
2024-12,10024,242.87
2024-12,10025,203.27
2024-12,10026,162.34
2024-12,10027,171.71
2024-12,10028,197.17
2024-12,10029,149.95
2024-12,10030,175.91
2024-12,10031,200.33
2024-12,10032,161.26
2024-12,10033,140.46
2024-12,10034,106.34
2024-12,10035,195.53
2024-12,10036,263.55
2024-12,10037,148.41
2024-12,10038,187.77
2024-12,10039,132.47
2024-12,10040,112.61
2024-12,10041,14.83
2024-12,10044,290.3
2024-12,10045,2.23
2024-12,10048,1.65
2024-12,10055,4.47
2024-12,10065,258.03
2024-12,10069,120.78
2024-12,10075,189.1
2024-12,10103,279.66
2024-12,10105,1009.38
2024-12,10106,985.53
2024-12,10110,1.88
2024-12,10111,381.74
2024-12,10112,1260.89
2024-12,10115,23.58
2024-12,10118,47.32
2024-12,10119,21.61
2024-12,10120,13.4
2024-12,10121,566.78
2024-12,10123,244.97
2024-12,10128,239.44
2024-12,10151,70.25
2024-12,10152,14.97
2024-12,10153,819.09
2024-12,10154,1.62
2024-12,10158,91.14
2024-12,10162,3.3
2024-12,10165,2216.68
2024-12,10167,0.85
2024-12,10168,63.57
2024-12,10169,94.69
2024-12,10170,129.63
2024-12,10171,1.2
2024-12,10172,55.89
2024-12,10173,0.65
2024-12,10174,135.39
2024-12,10175,0.55
2024-12,10176,3.79
2024-12,10178,630.02
2024-12,10271,0.81
2024-12,10278,15.11
2024-12,10279,47.49
2024-12,10280,65.7
2024-12,10281,1.01
2024-12,10282,180.03
2024-12,10301,276.98
2024-12,10302,454.14
2024-12,10303,335.98
2024-12,10304,361.58
2024-12,10305,472.68
2024-12,10306,753.58
2024-12,10307,772.5
2024-12,10308,740.62
2024-12,10309,605.51
2024-12,10310,385.58
2024-12,10312,731.3
2024-12,10314,545.77
2024-12,10400,9.57
2024-12,10451,187.29
2024-12,10452,126.07
2024-12,10453,121.79
2024-12,10454,153.31
2024-12,10455,145.72
2024-12,10456,119.18
2024-12,10457,135.94
2024-12,10458,145.74
2024-12,10459,180.12
2024-12,10460,160.5
2024-12,10461,251.22
2024-12,10462,139.24
2024-12,10463,115.06
2024-12,10464,464.84
2024-12,10465,329.38
2024-12,10466,23.7
2024-12,10467,140.83
2024-12,10468,121.36
2024-12,10469,203.17
2024-12,10470,138.35
2024-12,10471,125.21
2024-12,10472,155.62
2024-12,10473,147.58
2024-12,10474,189.88
2024-12,10475,178.76
2024-12,10502,1025.61
2024-12,10710,756.56
2024-12,11001,542.28
2024-12,11004,1075.91
2024-12,11005,287.88
2024-12,11040,229.33
2024-12,11101,137.23
2024-12,11102,219.97
2024-12,11103,123.46
2024-12,11104,251.49
2024-12,11105,201.89
2024-12,11106,229.16
2024-12,11109,94.12
2024-12,11201,161.17
2024-12,11203,308.27
2024-12,11204,252.0
2024-12,11205,137.96
2024-12,11206,232.29
2024-12,11207,199.74
2024-12,11208,232.8
2024-12,11209,159.75
2024-12,11210,1166.82
2024-12,11211,283.43
2024-12,11212,201.09
2024-12,11213,211.63
2024-12,11214,327.82
2024-12,11215,333.93
2024-12,11216,263.02
2024-12,11217,173.04
2024-12,11218,191.63
2024-12,11219,253.34
2024-12,11220,197.15
2024-12,11221,221.94
2024-12,11222,165.46
2024-12,11223,264.14
2024-12,11224,244.07
2024-12,11225,327.42
2024-12,11226,158.21
2024-12,11228,250.21
2024-12,11229,296.57
2024-12,11230,346.35
2024-12,11231,168.74
2024-12,11232,163.83
2024-12,11233,246.61
2024-12,11234,2448.92
2024-12,11235,341.3
2024-12,11236,1730.46
2024-12,11237,220.43
2024-12,11238,271.75
2024-12,11239,127.95
2024-12,11242,97.35
2024-12,11249,207.64
2024-12,11354,229.95
2024-12,11355,212.93
2024-12,11356,320.35
2024-12,11357,796.54
2024-12,11358,248.22
2024-12,11359,432.77
2024-12,11360,292.48
2024-12,11361,389.62
2024-12,11362,547.22
2024-12,11363,485.84
2024-12,11364,469.43
2024-12,11365,182.23
2024-12,11366,87.82
2024-12,11367,397.21
2024-12,11368,195.99
2024-12,11369,305.07
2024-12,11370,420.58
2024-12,11371,751.35
2024-12,11372,181.59
2024-12,11373,219.62
2024-12,11374,163.83
2024-12,11375,337.51
2024-12,11377,180.77
2024-12,11378,173.02
2024-12,11379,245.91
2024-12,11385,194.38
2024-12,11411,604.99
2024-12,11412,367.22
2024-12,11413,423.12
2024-12,11414,324.74
2024-12,11415,628.61
2024-12,11416,259.6
2024-12,11417,463.23
2024-12,11418,222.0
2024-12,11419,202.57
2024-12,11420,481.29
2024-12,11421,98.14
2024-12,11422,286.44
2024-12,11423,280.2
2024-12,11426,489.33
2024-12,11427,413.18
2024-12,11428,219.41
2024-12,11429,386.15
2024-12,11430,1365.25
2024-12,11432,183.03
2024-12,11433,377.26
2024-12,11434,361.86
2024-12,11435,176.07
2024-12,11436,226.55
2024-12,11552,734.1
2024-12,11691,196.63
2024-12,11692,156.91
2024-12,11693,177.08
2024-12,11694,428.98
2024-12,11697,339.35
2024-12,11767,42.19
2024-12,11801,733.57
2024-12,12345,7.36
2024-12,12528,737.87
2024-12,40031,912.69
2024-12,72712,72.53
2024-12,75262,903.82
2024-12,77491,18.32
2024-12,92660,733.76
